Date,High,Low,Close,Adj Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Price/Earnings,Price/Book,Price/FCF,Price/Sales,Return on Assets,Return on Equity,Return on Tangible Equity
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,660.0,1286.0,0.0,373.0,2530.0,651.0,0.0,1383.0,140.0,2190.0,4720.0,904.0,1917.0,131.0,2533.0,3437.0,68.0,4283.0,-407.0,0.0,1283.0,4720.0,198.0,13.0,7.0,20.0,0.0,0.0,0.0,-177.0,-177.0,41.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,49.0,49.0,-243.0,-243.0,-67.0,0.0,-261.0,-248.0,3.0,-67.0,2.799,1.494,2.7987,0.5991,1.7568,66.506,35.0602,35.0602,0.0,33.253,23.7349,0.1758,0.2162,1.2576,71.5663,15.3546,-197.0,4.1737,6.1563,2.6563,0.0864,0.0452,830.0,278.0,552.0,0.0,270.0,9.0,261.0,291.0,-15.0,276.0,79.0,197.0,0.0,197.0,0.0,197.0,304.0,291.0,486.3125,489.81,0.408,0.4,16.41,12.91,38.14,5.67,23.39,75.25,939.29
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0,611.0,1238.0,0.0,331.0,2377.0,669.0,0.0,1382.0,156.0,2223.0,4600.0,1130.0,1669.0,131.0,2286.0,3416.0,68.0,4326.0,-433.0,0.0,1184.0,4600.0,182.0,14.0,-1.0,13.0,0.0,0.0,0.0,81.0,81.0,276.0,-35.0,-1.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,-60.0,-60.0,-119.0,-119.0,-69.0,0.0,-248.0,-14.0,3.0,-69.0,2.104,1.41,2.1035,0.585,1.8801,66.3366,33.7871,33.7871,0.0,31.9307,22.5248,0.1757,0.2197,1.3224,68.0569,15.3716,-91.9192,3.9565,6.3793,2.4675,0.5745,0.5013,808.0,272.0,536.0,0.0,162.0,1.0,263.0,273.0,-15.0,258.0,76.0,182.0,0.0,182.0,0.0,182.0,287.0,273.0,480.65,483.958,0.38,0.38,16.24,13.78,38.82,5.56,22.87,77.92,104400.0
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0,557.0,1270.0,0.0,342.0,2351.0,713.0,0.0,1394.0,151.0,2274.0,4625.0,970.0,1689.0,130.0,2285.0,3255.0,68.0,4470.0,-390.0,0.0,1370.0,4625.0,145.0,16.0,16.0,32.0,6.0,-86.0,0.0,142.0,34.0,211.0,-41.0,-1.0,0.0,0.0,0.0,0.0,-17.0,-59.0,0.0,-98.0,-98.0,-5.0,-5.0,-71.0,0.0,-174.0,-15.0,4.0,-71.0,2.424,1.233,2.4237,0.5521,1.5686,69.0648,33.5252,33.5252,0.0,28.4892,21.0072,0.1503,0.1693,1.2478,72.1295,10.6569,-608.3334,3.1568,4.7728,2.8535,0.4246,0.3418,695.0,215.0,480.0,0.0,352.0,3.0,247.0,233.0,-35.0,198.0,52.0,146.0,0.0,146.0,0.0,146.0,249.0,233.0,484.635,488.077,0.296,0.302,25.85,12.41,31.78,5.79,14.31,51.79,-674.06
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0,576.0,1337.0,0.0,352.0,2503.0,719.0,0.0,1416.0,147.0,2299.0,4802.0,1089.0,1720.0,140.0,2293.0,3382.0,58.0,1824.0,-376.0,0.0,1420.0,4802.0,178.0,15.0,1.0,16.0,0.0,0.0,0.0,-89.0,-89.0,105.0,-28.0,0.0,0.0,0.0,0.0,0.0,-3.0,-31.0,0.0,45.0,45.0,-6.0,-6.0,-70.0,0.0,-31.0,56.0,4.0,-70.0,2.298,1.211,2.2984,0.5478,1.569,68.1881,34.0249,34.0249,0.0,31.6736,24.6196,0.1506,0.172,1.2552,71.7012,12.5352,4450.0,3.7068,5.6688,2.9562,0.2174,0.1594,723.0,230.0,493.0,0.0,248.0,1.0,247.0,246.0,-17.0,229.0,51.0,178.0,0.0,178.0,0.0,178.0,261.0,246.0,480.048,482.984,0.37,0.37,25.56,12.55,35.42,5.91,15.0,53.49,-884.28
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0,753.0,1359.0,0.0,337.0,2661.0,740.0,0.0,1415.0,147.0,2317.0,4978.0,1052.0,1719.0,134.0,2279.0,3331.0,58.0,2063.0,-391.0,0.0,1647.0,4978.0,239.0,16.0,-2.0,14.0,0.0,0.0,0.0,-140.0,-140.0,113.0,-36.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-38.0,0.0,-24.0,-24.0,-2.0,-2.0,-70.0,0.0,-96.0,-26.0,5.0,-70.0,2.529,1.044,2.5295,0.5107,1.3382,66.7396,38.1838,38.1838,0.0,36.2144,26.1488,0.1836,0.2237,1.2138,74.1466,14.5112,103.0173,4.8011,7.1004,3.4284,0.2337,0.1593,914.0,304.0,610.0,0.0,271.0,10.0,261.0,349.0,-18.0,331.0,92.0,239.0,0.0,239.0,0.0,239.0,365.0,349.0,480.15,483.284,0.5,0.49,27.87,12.53,36.99,6.63,15.68,53.02,21285.71
2018-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0,725.0,1343.0,0.0,286.0,2641.0,766.0,0.0,1448.0,170.0,2401.0,5042.0,1486.0,1770.0,242.0,2355.0,3841.0,72.0,1620.0,-382.0,0.0,1201.0,5042.0,190.0,17.0,62.0,79.0,-148.0,-55.0,0.0,249.0,95.0,364.0,-36.0,0.0,0.0,0.0,0.0,0.0,-16.0,-52.0,-250.0,90.0,-160.0,-17.0,-17.0,-76.0,0.0,-253.0,75.0,5.0,-76.0,1.777,1.474,1.7773,0.5958,1.746,66.8565,34.8519,34.8519,0.0,32.9157,21.6401,0.1741,0.2167,1.211,74.3166,15.8202,-76.9231,3.7683,6.3952,2.4976,0.7508,0.6767,878.0,291.0,587.0,0.0,285.0,4.0,281.0,306.0,-17.0,289.0,99.0,190.0,0.0,190.0,0.0,190.0,323.0,306.0,480.361,484.244,0.39,0.39,33.75,20.97,39.18,7.91,15.49,53.42,-8605.71
2018-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0,639.0,1379.0,0.0,298.0,2555.0,780.0,0.0,1433.0,192.0,2421.0,4976.0,821.0,2341.0,222.0,2839.0,3660.0,72.0,1730.0,-378.0,0.0,1316.0,4976.0,110.0,16.0,-28.0,-12.0,78.0,-47.0,0.0,-75.0,-27.0,71.0,-27.0,0.0,0.0,0.0,0.0,0.0,-1.0,-28.0,595.0,-114.0,481.0,-4.0,-4.0,-557.0,-6.0,-86.0,-48.0,5.0,-557.0,3.112,1.779,3.1121,0.6401,1.9422,69.8499,20.0546,20.0546,0.0,17.4625,15.0068,0.1473,0.1603,1.1471,78.4584,8.3587,-94.0171,2.2106,3.0079,2.736,0.1466,0.0908,733.0,221.0,512.0,0.0,366.0,1.0,365.0,147.0,-19.0,128.0,18.0,110.0,0.0,110.0,0.0,110.0,163.0,147.0,480.319,484.248,0.23,0.23,36.54,19.77,49.79,8.06,14.49,51.36,-2240.63
2018-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0,658.0,1449.0,0.0,305.0,2623.0,778.0,0.0,1413.0,195.0,2402.0,5025.0,868.0,2310.0,168.0,2789.0,3657.0,72.0,1767.0,-364.0,0.0,1368.0,5025.0,200.0,18.0,23.0,41.0,-22.0,-83.0,0.0,-4.0,-115.0,126.0,-23.0,0.0,0.0,0.0,0.0,0.0,-2.0,-25.0,0.0,-41.0,-41.0,-5.0,-5.0,-76.0,0.0,-122.0,-28.0,5.0,-76.0,3.022,1.689,3.0219,0.6281,1.8173,68.2768,34.4648,34.4648,0.0,31.5927,26.1097,0.1524,0.1677,1.1641,77.3107,14.6199,-444.4445,3.9801,5.4377,2.8431,0.2601,0.2126,766.0,243.0,523.0,0.0,266.0,7.0,259.0,264.0,-22.0,242.0,42.0,200.0,0.0,200.0,0.0,200.0,282.0,264.0,480.964,484.441,0.42,0.41,33.88,18.11,45.2,7.58,14.76,53.43,-1670.06
2018-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,768.0,1477.0,0.0,305.0,2743.0,785.0,0.0,1398.0,207.0,2406.0,5149.0,895.0,2288.0,163.0,2757.0,3652.0,72.0,2016.0,-365.0,0.0,1497.0,5149.0,249.0,18.0,-4.0,14.0,-120.0,-41.0,0.0,4.0,-117.0,146.0,-30.0,-2.0,0.0,0.0,0.0,0.0,0.0,-32.0,0.0,83.0,83.0,-128.0,-128.0,-76.0,0.0,-121.0,-18.0,4.0,-76.0,3.065,1.528,3.0648,0.6045,1.7007,64.8352,36.4835,36.4835,0.0,34.0659,27.3626,0.1767,0.2167,1.1849,75.956,16.6333,251.5152,4.8359,6.5786,3.1279,0.3024,0.2403,910.0,320.0,590.0,0.0,263.0,5.0,258.0,332.0,-22.0,310.0,61.0,249.0,0.0,249.0,0.0,249.0,350.0,332.0,480.436,483.591,0.52,0.52,29.02,14.38,36.86,6.63,14.84,55.67,-966.45
2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,737.0,1471.0,0.0,287.0,2755.0,801.0,0.0,1405.0,182.0,2408.0,5163.0,895.0,2301.0,157.0,2775.0,3670.0,72.0,2085.0,-360.0,0.0,1493.0,5163.0,227.0,16.0,9.0,25.0,40.0,15.0,0.0,36.0,53.0,305.0,-31.0,0.0,0.0,0.0,0.0,0.0,2.0,-29.0,0.0,-55.0,-55.0,-73.0,-73.0,-79.0,-8.0,-215.0,67.0,3.0,-79.0,3.078,1.541,3.0782,0.6065,1.6798,63.1637,35.3982,35.3982,0.0,31.4159,25.1106,0.1751,0.2264,1.2266,73.3739,15.2043,257.9546,4.3967,5.9831,3.1299,0.6393,0.574,904.0,333.0,571.0,0.0,252.0,1.0,251.0,320.0,-36.0,284.0,57.0,227.0,0.0,227.0,0.0,227.0,336.0,320.0,477.301,480.099,0.47,0.47,28.24,14.7,41.18,6.72,15.48,55.41,12576.0
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,609.0,1520.0,0.0,283.0,2719.0,816.0,0.0,1398.0,190.0,2420.0,5139.0,703.0,2290.0,157.0,2789.0,3492.0,72.0,2238.0,-363.0,0.0,1647.0,5139.0,159.0,20.0,28.0,48.0,125.0,-53.0,0.0,-1.0,16.0,223.0,-35.0,0.0,0.0,0.0,0.0,0.0,2.0,-33.0,0.0,-58.0,-58.0,-12.0,-12.0,-79.0,8.0,-141.0,47.0,2.0,-79.0,3.868,1.39,3.8677,0.5817,1.4815,64.7849,30.6452,30.6452,0.0,27.6882,21.371,0.1448,0.1724,1.2217,73.6694,9.6539,63.8554,3.094,4.0386,3.4516,0.4577,0.3858,744.0,262.0,482.0,0.0,256.0,2.0,254.0,228.0,-22.0,206.0,47.0,159.0,0.0,159.0,0.0,159.0,248.0,228.0,478.956,482.067,0.33,0.33,30.1,15.09,36.87,7.57,16.31,55.62,854.22
2019-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.0,626.0,1609.0,0.0,295.0,2837.0,815.0,0.0,1408.0,246.0,2485.0,5322.0,867.0,2267.0,180.0,2792.0,3659.0,72.0,2282.0,-407.0,0.0,1663.0,5322.0,186.0,18.0,-5.0,13.0,-20.0,-100.0,0.0,-8.0,-127.0,72.0,-21.0,0.0,-22.0,0.0,0.0,0.0,0.0,-43.0,0.0,67.0,67.0,-14.0,-14.0,-79.0,0.0,-26.0,0.0,3.0,-79.0,3.272,1.363,3.2722,0.5768,1.4955,65.0131,32.376,32.376,0.0,29.765,24.282,0.1439,0.1666,1.2236,73.5509,11.1846,72.9412,3.4949,4.7328,3.4824,0.15,0.1062,766.0,268.0,498.0,0.0,256.0,6.0,250.0,248.0,-20.0,228.0,42.0,186.0,0.0,186.0,0.0,186.0,266.0,248.0,477.369,480.088,0.39,0.39,31.42,15.43,41.13,7.79,15.81,52.13,475.25
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0,823.0,1654.0,0.0,327.0,3039.0,828.0,0.0,1417.0,253.0,2514.0,5553.0,771.0,2288.0,192.0,2840.0,3611.0,72.0,2544.0,-400.0,0.0,1942.0,5553.0,282.0,18.0,20.0,38.0,-196.0,-33.0,0.0,-19.0,-205.0,115.0,-27.0,-5.0,0.0,0.0,0.0,0.0,0.0,-32.0,0.0,-65.0,-65.0,-13.0,-13.0,-79.0,0.0,-157.0,-72.0,3.0,-79.0,3.942,1.178,3.9416,0.5409,1.2585,62.5885,35.5915,35.5915,0.0,33.4682,28.5137,0.1781,0.2237,1.2017,74.8938,14.5211,53.7143,5.0783,6.6667,4.0643,0.2392,0.1831,989.0,370.0,619.0,0.0,158.0,3.0,267.0,352.0,-21.0,331.0,49.0,282.0,0.0,282.0,0.0,282.0,370.0,352.0,477.68,480.481,0.59,0.59,36.18,15.85,51.56,9.1,16.13,50.64,305.82
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,732.0,1668.0,0.0,318.0,2994.0,840.0,0.0,1419.0,246.0,2524.0,5518.0,664.0,2293.0,171.0,2849.0,3513.0,72.0,2588.0,-392.0,0.0,2005.0,5518.0,231.0,19.0,29.0,48.0,91.0,-9.0,0.0,1.0,43.0,322.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,0.0,-152.0,-152.0,26.0,26.0,-84.0,-33.0,-243.0,41.0,2.0,-84.0,4.509,1.144,4.509,0.5335,1.1456,61.9577,33.8154,33.8154,0.0,31.5907,25.6952,0.1629,0.205,1.2281,73.2814,11.5212,39.4198,4.1863,5.3746,4.1939,0.6695,0.5947,899.0,342.0,557.0,0.0,257.0,4.0,253.0,304.0,-20.0,284.0,53.0,231.0,0.0,231.0,0.0,231.0,323.0,304.0,477.898,480.757,0.48,0.48,37.24,15.89,52.5,9.43,15.94,47.29,212.51
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,570.0,1685.0,0.0,335.0,3265.0,848.0,0.0,1391.0,247.0,2501.0,5766.0,880.0,2269.0,168.0,2911.0,3791.0,72.0,2708.0,-547.0,0.0,1975.0,5766.0,128.0,19.0,34.0,53.0,137.0,-61.0,0.0,-26.0,34.0,215.0,-29.0,5.0,0.0,0.0,0.0,0.0,-6.0,-30.0,0.0,328.0,328.0,-43.0,-43.0,-83.0,33.0,235.0,399.0,3.0,-83.0,3.71,1.149,3.7102,0.5346,1.3175,63.8928,26.3752,26.3752,0.0,23.4133,18.0536,0.123,0.1519,1.2439,72.3554,6.481,21.9178,2.2199,3.016,4.13,0.4483,0.3878,709.0,256.0,453.0,0.0,354.0,-24.0,266.0,187.0,-21.0,166.0,38.0,128.0,0.0,128.0,0.0,128.0,206.0,187.0,477.765,480.409,0.27,0.26,35.74,14.88,48.33,8.77,14.93,43.61,169.64
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.0,721.0,1741.0,0.0,276.0,3646.0,834.0,0.0,1417.0,236.0,2545.0,6191.0,1091.0,2316.0,181.0,2950.0,4041.0,72.0,2849.0,-523.0,0.0,2150.0,6191.0,324.0,19.0,-176.0,-157.0,-133.0,-57.0,0.0,43.0,-76.0,91.0,-15.0,0.0,177.0,0.0,0.0,0.0,0.0,162.0,0.0,55.0,55.0,0.0,0.0,-83.0,-9.0,-37.0,233.0,3.0,-83.0,3.342,1.077,3.3419,0.5186,1.2581,61.753,51.3944,51.3944,0.0,48.6056,43.0279,0.1216,0.1654,1.0444,86.1753,15.0698,44.2019,5.2334,7.2548,4.4937,0.1894,0.1582,753.0,288.0,465.0,0.0,210.0,132.0,78.0,387.0,-21.0,366.0,42.0,324.0,0.0,324.0,0.0,324.0,406.0,387.0,478.327,480.429,0.68,0.67,34.35,15.29,51.9,9.84,16.76,47.82,158.98
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.0,879.0,1715.0,0.0,257.0,3815.0,828.0,0.0,1413.0,236.0,2535.0,6350.0,1022.0,2309.0,173.0,2925.0,3947.0,72.0,3082.0,-508.0,0.0,2403.0,6350.0,240.0,20.0,-10.0,10.0,-162.0,28.0,0.0,27.0,-58.0,192.0,-14.0,-1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,-29.0,-29.0,0.0,0.0,-84.0,-5.0,-118.0,56.0,3.0,-84.0,3.733,0.961,3.7329,0.49,1.1099,58.9848,33.5025,33.5025,0.0,31.3706,24.3655,0.1551,0.2356,1.1206,80.3147,9.9875,24.2424,3.7795,5.0934,5.0212,0.3993,0.3701,985.0,404.0,581.0,0.0,250.0,-1.0,251.0,330.0,-21.0,309.0,69.0,240.0,0.0,240.0,0.0,240.0,350.0,330.0,478.506,480.748,0.5,0.5,36.24,13.79,45.82,9.93,15.5,43.27,127.62
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.0,820.0,1723.0,0.0,265.0,3914.0,826.0,0.0,1450.0,237.0,2581.0,6495.0,1044.0,2347.0,194.0,2983.0,4027.0,72.0,3125.0,-489.0,0.0,2468.0,6495.0,219.0,19.0,-3.0,16.0,76.0,15.0,0.0,-1.0,54.0,289.0,-12.0,-1.0,-14.0,0.0,0.0,0.0,0.0,-27.0,0.0,-49.0,-49.0,0.0,0.0,-86.0,-4.0,-139.0,142.0,3.0,-86.0,3.749,0.951,3.749,0.4874,1.0774,60.3732,30.8452,30.8452,0.0,28.4303,24.0395,0.1403,0.2095,1.111,81.0099,8.8736,21.5128,3.3718,4.5483,5.1561,0.6009,0.576,911.0,361.0,550.0,0.0,278.0,9.0,269.0,281.0,-22.0,259.0,40.0,219.0,0.0,219.0,0.0,219.0,300.0,281.0,478.599,480.836,0.46,0.45,37.94,13.83,47.8,10.2,14.69,40.51,109.59
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,753.0,1751.0,0.0,263.0,3917.0,832.0,0.0,1455.0,248.0,2605.0,6522.0,918.0,2354.0,206.0,2948.0,3866.0,72.0,3243.0,-422.0,0.0,2656.0,6522.0,120.0,19.0,-2.0,17.0,69.0,-23.0,0.0,1.0,108.0,245.0,-21.0,2.0,0.0,0.0,0.0,0.0,-3.0,-22.0,0.0,-103.0,-103.0,0.0,0.0,-85.0,-3.0,-191.0,44.0,3.0,-85.0,4.267,0.886,4.2669,0.4699,0.9635,61.3301,20.6897,20.6897,0.0,18.1035,14.7783,0.1245,0.1793,1.0784,83.4606,4.5181,9.9917,1.8399,2.3952,5.548,0.5101,0.4664,812.0,314.0,498.0,0.0,332.0,2.0,330.0,168.0,-21.0,147.0,27.0,120.0,0.0,120.0,0.0,120.0,187.0,168.0,478.527,480.677,0.25,0.26,40.48,13.72,48.46,10.57,14.13,37.33,91.63
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1172.0,803.0,1771.0,0.0,246.0,3992.0,816.0,0.0,1448.0,253.0,2587.0,6579.0,943.0,2346.0,198.0,2953.0,3896.0,72.0,3255.0,-414.0,0.0,2683.0,6579.0,192.0,19.0,27.0,46.0,-55.0,-25.0,0.0,26.0,-53.0,185.0,-14.0,-1.0,0.0,0.0,0.0,0.0,0.0,-15.0,0.0,-50.0,-50.0,0.0,0.0,-86.0,-5.0,-141.0,22.0,4.0,-86.0,4.233,0.874,4.2333,0.4665,0.9322,61.0375,31.8985,31.8985,0.0,29.691,21.1921,0.1377,0.1993,1.1283,79.7682,7.1562,15.5466,2.9184,3.8179,5.603,0.3848,0.3557,906.0,353.0,553.0,0.0,258.0,-6.0,264.0,289.0,-20.0,269.0,77.0,192.0,0.0,192.0,0.0,192.0,308.0,289.0,478.793,480.718,0.4,0.4,44.05,12.66,40.11,9.44,11.89,30.21,69.4
2021-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.0,933.0,1793.0,0.0,233.0,4032.0,813.0,0.0,1439.0,264.0,2584.0,6616.0,783.0,2331.0,197.0,2910.0,3693.0,72.0,3491.0,-412.0,0.0,2923.0,6616.0,236.0,21.0,-26.0,-5.0,-131.0,-26.0,0.0,12.0,-81.0,150.0,-19.0,-1.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.0,-134.0,-134.0,0.0,0.0,-86.0,-1.0,-221.0,-99.0,3.0,-86.0,5.149,0.797,5.1494,0.4437,0.804,59.3561,32.3944,32.3944,0.0,30.2817,23.7425,0.1502,0.2253,1.0654,84.4769,8.0739,15.903,3.5671,4.4918,6.104,0.3124,0.2728,994.0,404.0,590.0,0.0,269.0,1.0,268.0,322.0,-21.0,301.0,65.0,236.0,0.0,236.0,0.0,236.0,343.0,322.0,478.857,480.518,0.49,0.49,42.43,11.12,40.63,9.02,11.7,28.59,62.13
