Date,High,Low,Close,Volume,return_2m,return_3m,return_4m,return_5m,return_6m,return_8m,return_12m,expected_return_50d_US3Y,expected_return_50d_US5Y,expected_return_50d_US7Y,expected_return_50d_US10Y,expected_return_50d_US20Y,expected_return_50d_US30Y,expected_return_70d_US3Y,expected_return_70d_US5Y,expected_return_70d_US7Y,expected_return_70d_US10Y,expected_return_70d_US20Y,expected_return_70d_US30Y,expected_return_100d_US3Y,expected_return_100d_US5Y,expected_return_100d_US7Y,expected_return_100d_US10Y,expected_return_100d_US20Y,expected_return_100d_US30Y,expected_return_120d_US3Y,expected_return_120d_US5Y,expected_return_120d_US7Y,expected_return_120d_US10Y,expected_return_120d_US20Y,expected_return_120d_US30Y,expected_return_150d_US3Y,expected_return_150d_US5Y,expected_return_150d_US7Y,expected_return_150d_US10Y,expected_return_150d_US20Y,expected_return_150d_US30Y,expected_return_180d_US3Y,expected_return_180d_US5Y,expected_return_180d_US7Y,expected_return_180d_US10Y,expected_return_180d_US20Y,expected_return_180d_US30Y,expected_return_200d_US3Y,expected_return_200d_US5Y,expected_return_200d_US7Y,expected_return_200d_US10Y,expected_return_200d_US20Y,expected_return_200d_US30Y,expected_return_220d_US3Y,expected_return_220d_US5Y,expected_return_220d_US7Y,expected_return_220d_US10Y,expected_return_220d_US20Y,expected_return_220d_US30Y,expected_return_250d_US3Y,expected_return_250d_US5Y,expected_return_250d_US7Y,expected_return_250d_US10Y,expected_return_250d_US20Y,expected_return_250d_US30Y,expected_return_280d_US3Y,expected_return_280d_US5Y,expected_return_280d_US7Y,expected_return_280d_US10Y,expected_return_280d_US20Y,expected_return_280d_US30Y,expected_return_300d_US3Y,expected_return_300d_US5Y,expected_return_300d_US7Y,expected_return_300d_US10Y,expected_return_300d_US20Y,expected_return_300d_US30Y,expected_return_320d_US3Y,expected_return_320d_US5Y,expected_return_320d_US7Y,expected_return_320d_US10Y,expected_return_320d_US20Y,expected_return_320d_US30Y,expected_return_350d_US3Y,expected_return_350d_US5Y,expected_return_350d_US7Y,expected_return_350d_US10Y,expected_return_350d_US20Y,expected_return_350d_US30Y,Cash On Hand,Receivables,Inventory,Pre-Paid Expenses,Other Current Assets,Total Current Assets,"Property, Plant, And Equipment",Long-Term Investments,Goodwill And Intangible Assets,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Long Term Debt,Other Non-Current Liabilities,Total Long Term Liabilities,Total Liabilities,Common Stock Net,Retained Earnings (Accumulated Deficit),Comprehensive Income,Other Share Holders Equity,Share Holder Equity,Total Liabilities And Share Holders Equity,Net Income/Loss,Total Depreciation And Amortization - Cash Flow,Other Non-Cash Items,Total Non-Cash Items,Change In Accounts Receivable,Change In Inventories,Change In Accounts Payable,Change In Assets/Liabilities,Total Change In Assets/Liabilities,Cash Flow From Operating Activities,"Net Change In Property, Plant, And Equipment",Net Change In Intangible Assets,Net Acquisitions/Divestitures,Net Change In Short-term Investments,Net Change In Long-Term Investments,Net Change In Investments - Total,Investing Activities - Other,Cash Flow From Investing Activities,Net Long-Term Debt,Net Current Debt,Debt Issuance/Retirement Net - Total,Net Common Equity Issued/Repurchased,Net Total Equity Issued/Repurchased,Total Common And Preferred Stock Dividends Paid,Financial Activities - Other,Cash Flow From Financial Activities,Net Cash Flow,Stock-Based Compensation,Common Stock Dividends Paid,Current Ratio_x,Debt to Equity ratio,Current Ratio_y,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,Inventory Turnover Ratio,Receiveable Turnover,Days Sales In Receivables,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Book Value Per Share,Operating Cash Flow Per Share,Free Cash Flow Per Share,Revenue,Cost Of Goods Sold,Gross Profit,Research And Development Expenses,SG&A Expenses,Other Operating Income Or Expenses,Operating Expenses,Operating Income,Total Non-Operating Income/Expense,Pre-Tax Income,Income Taxes,Income After Taxes,Other Income,Income From Continuous Operations,Income From Discontinued Operations,Net Income,EBITDA,EBIT,Basic Shares Outstanding,Shares Outstanding,Basic EPS,EPS - Earnings Per Share,Return on Assets,Return on Equity,Return on Tangible Equity
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.6,1517.5,1656.3,0.0,360.8,4035.2,9079.1,0.0,7282.2,2203.1,18835.9,22871.1,2232.5,5483.8,1928.4,11008.6,13241.1,2.5,-139.2,-742.1,0.0,9630.0,22871.1,78.5,275.2,45.5,320.7,53.8,-45.3,0.0,-16.0,118.2,517.4,-171.4,0.0,3.5,0.0,-1.4,-1.4,8.8,-160.5,-1.5,-10.6,-12.1,-58.8,-58.8,-121.4,1.7,-190.6,152.4,17.1,-121.4,1.807,0.569,1.8075,0.3628,0.5989,17.1531,100.0,0.0,0.0,2.3816,2.3468,0.1507,1.7243,2.2716,39.6191,0.0,0.0,0.0,0.0,38.5046,2.0266,1.3553,3447.2,2855.9,591.3,0.0,0.0,0.0,0.0,3447.2,0.0,82.1,3.6,0.0,0.0,0.0,0.0,80.9,3447.2,0.0,251.2,255.3,0.32,0.32,0.97,2.27,9.39
2017-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.2,1563.5,1587.9,0.0,1449.9,4992.5,8633.7,0.0,6740.6,2247.3,17957.6,22950.1,2321.1,5459.5,1934.1,10872.4,13193.5,2.5,-147.2,-601.6,0.0,9756.6,22950.1,176.7,539.1,127.0,666.1,-90.8,-50.7,0.0,-52.8,-25.7,817.1,-335.7,0.0,-31.7,0.0,-1.4,-1.4,11.8,-357.0,-109.1,0.0,-109.1,-85.8,-85.8,-223.2,8.4,-409.7,44.4,34.5,-223.2,2.151,0.56,2.1509,0.3588,0.5815,18.4722,5.1145,5.1145,0.0,3.8782,2.8198,0.1593,1.8773,2.3385,38.4856,1.0065,3.256,0.4279,0.6454,38.8709,3.2093,1.8908,3656.3,2980.9,675.4001,0.0,398.7,-42.7,488.4,187.0002,-45.2,141.8,43.6,98.2,0.0,98.2,0.0,103.1,726.1002,187.0002,251.2,254.6,0.41,0.4,0.39999999999999997,0.9366666666666666,3.5366666666666666
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.1,1902.4,1767.1,0.0,457.7,4358.3,9077.3,0.0,8791.5,2288.8,20511.7,24870.0,3058.9,5812.3,1975.9,11614.5,14673.4,2.5,79.3,-543.4,0.0,10196.6,24870.0,326.6,275.2,-153.7,121.5,-47.5,19.3,0.0,-14.9,141.0,589.1,-160.3,0.0,-409.3001,0.0,-0.8,-0.8,-0.6,-571.0,-77.6,11.2,-66.4,15.1,15.1,-124.3,-6.3,-181.9,-160.1,15.5,-124.3,1.425,0.57,1.4248,0.3631,0.6397,18.8197,6.3156,6.3156,0.0,10.48,8.8781,0.1486,1.6978,1.9426,46.3297,3.203,23.2439,1.3132,2.0401,40.1599,2.2987,1.6744,3695.6,3000.1,695.5,0.0,402.7,0.0,462.1,233.4001,153.9,387.3,60.7,326.6,0.0,326.6,0.0,328.1,508.6002,233.4001,252.1,255.3,1.3,1.29,0.39999999999999997,0.9366666666666666,3.5366666666666666
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,1886.8,1797.3,0.0,502.8,4490.9,9118.3,0.0,8857.6,2254.2,20598.1,25089.0,3009.8,5946.1,1899.3,11693.1,14702.9,2.5,172.4,-457.3,0.0,10386.1,25089.0,-503.3,-814.3,26.7,-787.6,138.3,31.4,0.0,67.7,-115.3,-1406.2,496.0,0.0,441.0001,0.0,2.2,2.2,-11.2,928.0,186.7,-11.2,175.5,70.7,70.7,347.5,-2.1,591.6,115.7,-50.0,347.5,1.492,0.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.508,-3.5652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999999999997,0.9366666666666666,3.5366666666666666
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.3,1804.3,1869.2,0.0,479.4,4465.2,9063.9,0.0,8793.4,2429.6,20671.7,25136.9,3487.3,5365.8,2184.8,10256.0,13743.3,2.5,1196.8,-497.6,0.0,11393.6,25136.9,1133.5,306.2,-1045.3,-739.1,-28.9,-74.0,0.0,3.4,-149.0,245.4,-200.5,0.0,3.4,0.0,-110.7,-110.7,117.2,-190.6,-487.7,554.7,67.0001,11.4,11.4,-111.1,-12.8,-45.5,8.3,14.6,-111.1,1.28,0.471,1.2804,0.3202,0.5802,19.8639,100.0,0.0,0.0,1.5485,29.15,0.1549,1.6694,2.1582,41.7019,9.9486,43.5928,4.5093,6.7634,44.6983,0.9468,0.1732,3894.0,3120.5,773.5,0.0,0.0,-28.7,0.0,3894.0,0.0,60.3,-1073.2,0.0,0.0,1133.5,0.0,1135.1,3894.0,0.0,255.0,259.2,4.45,4.38,6.39,15.01,73.26
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4,1950.2,1888.2,0.0,465.9,4576.7,9056.8,0.0,8894.7,2504.0,20863.0,25439.7,3345.5,5613.0,2176.4,10512.0,13857.5,2.6,1302.4,-441.7,0.0,11582.2,25439.7,1358.0,622.5,-1009.9,-387.3999,-297.5,-83.0,0.0,-56.0,-496.9,473.7,-406.2,0.0,-185.2,0.0,-111.0,-111.0,261.3,-441.1,134.4,63.3,197.7,17.4,17.4,-228.0,-49.4,-62.3,-31.6,33.9,-228.0,1.368,0.485,1.368,0.3264,0.5808,19.6515,7.0675,7.0675,0.0,6.0568,5.5564,0.1579,1.7094,2.0598,43.6938,1.9383,8.3535,0.8825,1.3056,45.1724,1.8198,0.2593,4017.0,3227.6,789.3999,0.0,471.0,-2.8,505.5,283.8999,-40.6,243.3,18.8,224.5,0.0,224.5,0.0,223.2,906.3999,283.8999,256.1,260.3,0.87,0.86,2.236666666666667,5.16,27.343333333333334
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.6,1980.8,1819.3,0.0,373.5,4626.2,8932.2,0.0,8749.3,2401.3,20509.5,25135.7,2967.5,5943.1,2164.2,10755.4,13722.9,2.5,1427.9,-674.3,0.0,11412.8,25135.7,271.3,315.4,84.8001,400.2,-149.9,42.2,0.0,-63.9,-9.6,661.9,-230.7,0.0,-3.0,0.0,-0.1,-0.1,131.1,-102.7,-105.3998,-63.3,-168.6998,-95.0,-95.0,-128.3,35.1,-356.9,180.2,15.3,-128.3,1.559,0.521,1.559,0.3424,0.5728,20.9571,9.3076,9.3076,0.0,8.5994,6.4822,0.1646,1.7976,2.0888,43.0869,2.3772,10.1859,1.0793,1.5632,44.7385,2.5378,1.6544,4137.5,3270.4,867.1001,0.0,456.3,-4.4,482.0,385.1001,-29.3,355.8,84.5,271.3,0.0,271.3,0.0,268.2,700.5001,385.1001,256.1,260.6,1.05,1.03,2.236666666666667,5.16,27.343333333333334
2018-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.8,2010.7,1829.6,0.0,308.0,4785.1,9082.5,0.0,8699.6,2373.3,20575.4,25360.5,3333.3,5674.5,2148.5,10544.8,13878.1,2.5,1573.3,-695.3,0.0,11482.4,25360.5,-1629.3,-937.9,925.0999,-12.8001,447.4,40.8,0.0,119.9,506.5,-1135.6,636.9,0.0,188.2,0.0,111.1,111.1,-392.4,543.8,-29.0002,0.0,-29.0002,77.6,77.6,356.3,14.3,419.2,-148.6,-49.2,356.3,1.436,0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.3576,-1.9137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.236666666666667,5.16,27.343333333333334
2018-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7,2315.5,2101.8,0.0,548.0,5226.0,10969.7,0.0,11672.3,2370.5,25440.9,30666.9,3729.9,9728.0,2264.8,15321.5,19051.4,2.6,1635.3,-754.8,0.0,11615.5,30666.9,139.8,359.1,-28.8,330.3,169.7,-71.4,0.0,-17.8,-167.0,303.1,-234.0,0.0,-3342.9,0.0,0.0,0.0,4.1,-3572.8,2590.3,447.7,3038.0,-31.3,-31.3,-118.3,8.2,2896.6,-376.1,17.4,-118.3,1.401,0.838,1.4011,0.4558,0.9316,18.0663,100.0,0.0,0.0,4.6795,3.2144,0.1411,1.6869,1.8689,48.1571,0.0,0.0,0.0,0.0,45.5153,1.168,0.2663,4327.4,3545.6,781.7998,0.0,0.0,43.8,0.0,4327.4,0.0,202.5,62.7,0.0,0.0,0.0,0.0,139.1,4327.4,0.0,254.8,259.5,0.55,0.54,2.36,5.47,31.2
2019-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2,2367.0,2096.9,0.0,595.9,5214.0,11029.4,0.0,11578.8,2423.1,25479.0,30693.0,4046.6,9373.1,2268.8,14992.8,19039.4,2.6,1671.2,-725.5,0.0,11653.6,30693.0,301.7,742.8,-9.7,733.1,117.3,-67.5,0.0,-128.9,-369.8,665.0,-511.3,0.0,-3349.3,0.0,-0.2,-0.2,10.2,-3850.6,2419.0,588.3,3007.3,-85.4,-85.4,-236.5,19.4,2704.8,-482.6,35.5,-236.5,1.288,0.804,1.2885,0.4458,0.9264,19.4719,6.6082,6.6082,0.0,4.526,3.4719,0.1505,1.7742,1.9518,46.1104,1.3893,216.4444,0.5275,0.77,45.3624,2.5636,0.5925,4620.0,3720.4,899.6001,0.0,546.5,-13.0,594.3,305.3003,-96.2,209.1,47.2,161.9,0.0,161.9,0.0,160.4,1048.1,305.3003,256.6,259.4,0.63,0.62,0.6766666666666666,1.6366666666666667,13.836666666666666
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.1,2398.1,2074.2,0.0,542.3,5193.7,11169.3,0.0,11496.7,2489.1,25618.4,30812.1,3590.5,9759.1,2263.6,15380.3,18970.8,2.6,1805.1,-695.4,0.0,11841.3,30812.1,253.8,385.3,-8.5,376.8,-23.4,28.0,0.0,-42.8,104.0,734.6,-340.7,0.0,-19.0,0.0,-10.2,-10.2,19.8,-350.1,-129.8,-588.3,-718.1,5.4,5.4,-117.6,465.0,-365.3,24.9,15.8,-117.6,1.447,0.824,1.4465,0.4518,0.89,21.0853,8.9851,8.9851,0.0,7.0661,5.3859,0.1522,1.7844,1.9557,46.019,2.1433,73.6507,0.8237,1.175,46.0214,2.8486,1.5251,4690.0,3701.1,988.8999,0.0,544.8,-6.5,567.5,421.4004,-90.0,331.4,77.6,253.8,0.0,253.8,0.0,252.6,806.7004,421.4004,257.3,258.6,0.98,0.98,0.6766666666666666,1.6366666666666667,13.836666666666666
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.6,2193.2,2107.5,0.0,522.0,4974.3,11189.5,0.0,11345.1,2423.1,25182.4,30156.7,3435.1,9502.3,2199.1,15037.4,18472.5,2.6,1997.1,-1069.2,0.0,11684.2,30156.7,-555.5,-1128.1,18.2,-1109.9,-93.9,39.5,0.0,171.7,265.8,-1399.6,852.0,0.0,3368.3,0.0,10.4,10.4,-30.0,4200.7,-2289.2,0.0,-2289.2,80.0,80.0,354.1,-484.4,-2339.5,457.7,-51.3,354.1,1.448,0.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4122,-2.1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6766666666666666,1.6366666666666667,13.836666666666666
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.4,2061.7,2189.7,0.0,544.8,4952.6,11281.1,0.0,11295.0,3150.9,25984.2,30936.8,3446.8,9649.3,2656.1,15649.5,19096.3,2.6,2087.5,-1034.9,0.0,11840.5,30936.8,139.5,381.2,-2.6,378.6,153.9,-83.9,0.0,-71.1,-86.9,431.2,-365.5,0.0,0.0,0.0,-0.3,-0.3,4.9,-360.9,77.4,-25.4,52.0,15.5,15.5,-120.3,-8.5,-61.3,4.8,13.8,-120.3,1.437,0.815,1.4369,0.449,0.8627,18.2879,100.0,0.0,0.0,4.2046,3.1309,0.143,1.6508,2.1457,41.9452,0.0,0.0,0.0,0.0,45.8224,1.6591,0.2528,4423.7,3614.7,809.0002,0.0,0.0,1.3,0.0,4423.7,0.0,186.0,46.5,0.0,0.0,0.0,0.0,138.5,4423.7,0.0,258.2,259.9,0.54,0.53,1.8,4.7,169.2
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.2,2222.1,2125.4,0.0,504.5,5492.2,11036.3,0.0,11109.9,3043.3,25468.1,30960.3,3139.8,10424.6,2591.5,16322.5,19462.3,2.6,2114.4,-1419.0,0.0,11498.0,30960.3,288.4,755.7,1.6,757.3,-60.4,-63.2,0.0,-132.9,-446.9,598.8,-593.5,0.0,0.0,0.0,-0.7,-0.7,4.9,-589.3,681.9,-34.8,647.1,13.4,13.4,-241.4,88.0,507.1,488.6,29.6,-241.4,1.749,0.907,1.7492,0.4755,0.9442,18.0964,6.17,6.17,0.0,4.6478,3.3301,0.1436,1.7138,2.0014,44.9686,1.295,38.3664,0.4809,0.6792,44.3596,2.3013,0.0204,4447.3,3642.5,804.7998,0.0,518.7,5.6,530.4,274.3999,-67.7,206.7,57.8,148.9,0.0,148.9,0.0,148.1,1030.1,274.3999,259.0,260.2,0.57,0.57,0.5866666666666667,1.5366666666666668,44.5
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.5,2083.2,2137.7,0.0,493.5,5005.9,10922.6,0.0,11019.9,3023.3,25271.7,30277.6,2786.9,9840.3,2607.5,15760.8,18547.7,2.6,2240.3,-1387.4,0.0,11729.9,30277.6,180.0,365.7,30.5,396.2,142.8,-7.5,0.0,34.6,164.0,740.2,-241.8,0.0,0.0,0.0,-0.3,-0.3,6.0,-236.1,-661.2,34.8,-626.4,3.3,3.3,-52.6,-183.5,-859.2,-348.7,68.8,-52.6,1.796,0.839,1.7962,0.4562,0.8571,18.1762,6.4113,6.4113,0.0,4.7022,4.2136,0.1399,1.6215,2.0336,44.2575,1.5345,25.3521,0.5945,0.8345,45.2019,2.8408,1.9139,4236.3,3466.3,769.9998,0.0,489.7,-1.0,498.4,271.5999,-72.4,199.2,19.2,180.0,0.0,180.0,0.0,178.5,637.2999,271.5999,259.4,260.4,0.69,0.69,0.5866666666666667,1.5366666666666668,44.5
2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.1,2142.7,2023.4,0.0,527.5,4944.7,10778.9,0.0,9629.4,3058.0,23835.0,28779.7,2928.9,9207.7,2626.8,15203.3,18132.2,2.6,1031.6,-1319.9,0.0,10647.5,28779.7,-468.4,-1121.4,-32.1,-1153.5,-82.4,70.7,0.0,98.3,282.9,-1339.0,835.3,0.0,0.0,0.0,1.0,1.0,-10.9,825.4,-20.7,0.0,-20.7,-16.7,-16.7,294.0,95.5,352.1,-139.9,-98.4,294.0,1.688,0.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1421,-1.9343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866666666666667,1.5366666666666668,44.5
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.8,2023.4,2084.6,0.0,502.0,4863.8,10784.3,0.0,9595.1,3188.5,23972.6,28836.4,3049.1,8771.1,2668.3,14807.2,17856.3,2.6,1126.3,-1115.3,0.0,10980.1,28836.4,152.5,364.5,-46.3,318.2,150.2,-44.3,0.0,-19.3,248.7,719.4,-168.7,0.0,0.0,23.3,0.0,23.3,5.0,-140.4,-523.7,0.0,-523.7,-12.4,-12.4,-52.6,4.6,-584.1,2.7,20.0,-52.6,1.595,0.799,1.5952,0.4441,0.8142,17.1055,100.0,0.0,0.0,4.6075,3.4534,0.1526,1.7503,2.1753,41.3736,0.0,0.0,0.0,0.0,41.7019,2.7168,2.0797,4401.5,3648.6,752.8999,0.0,0.0,-2.5,0.0,4401.5,0.0,202.8,50.3,0.0,0.0,0.0,0.0,152.0,4401.5,0.0,262.7,264.8,0.58,0.57,1.61,4.27,54.73
2021-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0,2416.2,2090.9,0.0,543.5,5384.6,10572.5,0.0,9459.0,3119.0,23587.3,28971.9,3552.7,8393.1,2635.8,14349.2,17901.9,2.7,1186.0,-1194.3,0.0,11070.0,28971.9,266.9,725.9,-29.1,696.8,-257.0,-79.9,0.0,-126.6,-112.1,851.6,-298.2,0.0,0.0,86.8,0.0,86.8,16.2,-195.2,-481.8,0.0,-481.8,0.2,0.2,-105.8,2.8,-584.6,82.9,51.1,-105.8,1.516,0.758,1.5156,0.4312,0.8078,16.8913,4.4414,4.4414,0.0,3.2651,2.535,0.1532,1.7639,1.8367,49.0013,1.0334,7.1012,0.3949,0.5878,41.6322,3.1895,2.0727,4437.8,3688.2,749.5999,0.0,547.0,-0.3,552.5,197.0996,-52.2,144.9,30.5,114.4,0.0,114.4,0.0,112.5,922.9996,197.0996,264.9,267.0,0.42,0.42,0.5066666666666667,1.3333333333333333,12.533333333333333
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.8,2518.1,2145.6,0.0,510.2,5723.7,10631.3,0.0,9400.7,3187.8,23690.4,29414.1,3844.0,8106.9,2656.8,14099.6,17943.6,2.7,1370.8,-1040.8,0.0,11470.5,29414.1,251.0,369.0,0.1,369.1,-76.4,-50.9,0.0,-23.1,130.7,750.8,-201.2,0.0,0.0,1.2,0.0,1.2,9.7,-190.3,-311.6,0.0,-311.6,14.5,14.5,-64.0,4.4,-356.7,215.8,23.3,-64.0,1.489,0.707,1.489,0.4141,0.7561,19.3074,7.9376,7.9376,0.0,6.8185,5.1928,0.1637,1.8113,1.9127,47.0546,2.1882,12.1268,0.8533,1.2821,42.9768,2.7674,2.0277,4816.3,3886.4,929.8999,0.0,539.7,-1.0,547.6,382.2998,-53.9,328.4,77.4,251.0,0.0,251.0,0.0,250.1,751.2998,382.2998,266.5,269.0,0.94,0.93,0.5066666666666667,1.3333333333333333,12.533333333333333
2021-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.9,2586.9,2173.3,0.0,608.5,5659.6,10570.1,0.0,9278.0,3072.3,23594.7,29254.3,3644.1,8025.3,2560.4,13920.2,17564.3,2.7,1607.9,-999.1,0.0,11690.0,29254.3,-517.9,-1094.9,29.0,-1065.9,333.4,130.8,0.0,149.7,-18.6,-1602.4,499.4,0.0,0.0,-88.0,0.0,-88.0,-25.9,385.5,793.4,0.0,793.4,-14.7,-14.7,169.8,-7.2,941.3,-298.7,-74.4,169.8,1.553,0.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.9569,-4.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066666666666667,1.3333333333333333,12.533333333333333
2021-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.3,2525.5,2241.3,0.0,509.8,5567.9,10482.1,0.0,9192.2,3133.1,23514.6,29082.5,3555.5,7996.4,2497.8,13809.7,17365.2,2.6,1711.2,-1012.7,0.0,11717.3,29082.5,183.8,366.5,-71.2,295.3,60.4,-117.5,0.0,-44.1,-226.3,252.8,-149.0,0.0,-7.0,0.0,0.0,0.0,1.2,-154.8,-20.9,0.0,-20.9,-93.9,-93.9,-66.3,76.8,-104.3,0.4,15.2,-66.3,1.566,0.682,1.566,0.4056,0.7027,16.0858,100.0,0.0,0.0,4.8948,3.6812,0.1703,1.8541,1.9609,45.8978,0.0,0.0,0.0,0.0,44.5186,0.9472,0.3889,4952.2,4155.6,796.6001,0.0,0.0,13.9,0.0,4952.2,0.0,242.4,58.6,0.0,0.0,0.0,0.0,182.3,4952.2,0.0,264.6,266.9,0.69,0.68,1.87,4.74,25.3
